Order,Product,Quantity,Length,Width,Height,Weight
83887,44665,1,378,198,89,6.471
83887,69750,6,130,194,290,6.144
83887,75315,22,293,293,192,10.383
83887,19833,5,225,225,179,5.0
83887,88100,1,381,136,109,5.425
83887,72412,1,300,205,125,3.545
83887,86035,18,387,227,151,10.382
83887,15655,2,211,230,264,12.07
83887,58234,8,149,239,137,3.25
83887,23395,10,225,225,180,5.69
83887,27470,12,196,196,103,2.364
83887,25895,10,300,160,216,10.142
83887,25347,10,335,250,264,14.812
83887,66597,20,300,160,216,10.146
83887,39568,4,300,160,216,10.453
83887,59155,10,160,160,111,1.781
83887,35802,54,266,130,143,2.338
83887,97859,10,300,160,216,10.025
83887,24475,12,364,195,216,13.091
83887,87191,1,193,378,318,9.5
83887,77414,18,225,225,180,5.19
83887,25366,18,300,160,216,9.135
83887,76440,1,224,224,192,5.199
83887,57942,20,225,225,199,5.219
83887,56431,2,378,191,115,7.186
83887,59944,24,295,260,170,10.471
83887,25016,5,364,195,216,12.935
83887,18967,33,160,160,111,1.781
83887,48534,3,225,225,180,5.19
83887,99221,3,225,225,180,5.19
83887,47077,18,225,225,180,5.19
83887,37019,10,331,252,281,12.601
83887,27535,9,300,160,216,8.764
83887,57007,6,244,164,274,6.06
83887,27762,8,291,196,139,6.312
83887,59632,27,266,130,143,2.424
83887,44664,26,225,225,180,5.19
83887,73852,11,293,293,192,10.383
83887,94364,12,295,260,170,10.471
83887,99937,1,290,160,215,8.628
83887,30294,1,378,198,89,6.433
83887,99769,20,300,160,216,8.569
83887,25790,5,266,130,143,2.624
83887,89149,1,211,230,264,12.569
83887,30471,27,266,130,143,2.338
83887,84243,20,300,158,220,9.255
83887,34299,6,130,194,290,6.026
83887,77109,12,266,130,143,2.42
83887,46392,3,331,252,281,12.611
83887,55762,16,291,196,139,6.312
83887,89810,12,378,191,115,7.106
83887,30470,10,300,160,210,9.081
83887,55831,40,300,160,212,10.144
61352,15655,15,211,230,264,12.07
61352,34977,18,225,225,180,5.19
61352,74258,2,244,164,274,6.06
61352,46392,4,331,252,281,12.611
61352,97248,7,225,225,180,5.19
61352,88941,20,300,160,216,10.601
82984,24475,12,364,195,216,13.091
82984,57007,1,244,164,274,6.06
82984,72622,40,300,160,216,10.49
82984,63719,20,300,160,216,8.928
82984,40943,18,224,224,192,5.199
82984,94364,12,295,260,170,10.471
82984,39568,20,300,160,216,10.453
82984,22798,36,130,194,290,6.108
82984,89429,3,211,230,264,12.25
82984,99769,20,300,160,216,8.569
82984,93537,1,266,199,220,7.795
82984,48534,18,225,225,180,5.19
82984,25895,20,300,160,216,10.142
82984,12595,10,331,252,281,12.591
82984,13229,25,149,239,137,3.25
82984,95137,25,149,239,137,3.25
82984,35802,27,266,130,143,2.338
82984,63098,12,260,295,170,10.473
82984,59944,1,295,260,170,10.471
82984,15655,15,211,230,264,12.07
82984,72628,18,130,194,290,6.113
82984,18963,40,300,160,216,8.741
82984,68912,13,290,240,152,10.011
82984,88941,20,300,160,216,10.601
82984,47930,1,381,136,109,5.439
82984,35003,4,266,130,143,2.576
82984,30471,27,266,130,143,2.338
82984,80416,80,300,160,216,10.042
35918,56746,1,331,252,281,12.589
35918,76723,10,331,252,281,12.638
35918,53939,1,0,0,0,188.66
35918,20647,3,331,252,281,12.637
35918,12818,18,300,160,210,9.065
35918,83254,1,331,252,281,12.643
35918,61698,1,800,600,1000,201.112
35918,53069,14,235,153,270,5.084
12953,89810,72,378,191,115,7.106
12953,37644,60,300,160,216,9.924
12953,61866,20,300,158,220,8.838
12953,27535,20,300,160,216,8.764
12953,47843,48,291,196,139,6.162
12953,18963,40,300,160,216,8.741
12953,73626,1,331,252,281,12.582
12953,75023,21,244,164,274,5.811
12953,72622,20,300,160,216,10.49
12953,40441,20,300,160,216,8.757
12953,35802,135,266,130,143,2.338
12953,15655,15,211,230,264,12.07
12953,75024,10,244,164,274,5.811
12953,24475,12,364,195,216,13.091
12953,58540,4,211,230,264,12.234
12953,63098,6,260,295,170,10.473
12953,12223,18,266,199,220,7.905
12953,97859,4,300,160,216,10.025
12953,99937,8,290,160,215,8.628
12953,46064,70,156,156,175,3.274
12953,85417,11,293,293,192,10.383
12953,86035,10,387,227,151,10.382
12953,33944,20,300,160,210,9.289
12953,44647,40,300,160,216,8.741
12953,79723,3,378,198,89,6.435
12953,24883,20,300,160,216,10.3
12953,70227,15,211,230,264,12.218
12953,94364,24,295,260,170,10.471
12953,25366,60,300,160,216,9.135
12953,95850,12,295,260,170,10.471
12953,44664,18,225,225,180,5.19
12953,20366,2,378,198,89,6.418
12953,95520,12,130,194,290,6.226
12953,36798,36,225,225,180,5.19
12953,27762,4,291,196,139,6.312
12953,30471,7,266,130,143,2.338
12953,40304,12,385,110,35,10.473
12953,99769,20,300,160,216,8.569
12953,35003,54,266,130,143,2.576
12953,30294,1,378,198,89,6.433
12953,43746,40,300,160,216,8.757
12953,39568,20,300,160,216,10.453
12953,96753,6,300,160,216,8.784
12953,69750,12,130,194,290,6.144
12953,25209,21,244,164,274,5.811
12953,68912,13,290,240,152,10.011
12953,55032,6,397,397,207,7.067
12953,72787,3,378,198,89,6.412
12953,97248,18,225,225,180,5.19
12953,68231,13,385,160,215,10.727
12953,85667,40,300,160,216,10.238
12953,89429,4,211,230,264,12.25
12953,25945,10,387,227,151,10.382
12953,37716,8,263,221,253,9.415
12953,93537,1,266,199,220,7.795
12953,25016,1,364,195,216,12.935
12953,25790,135,266,130,143,2.624
12953,17542,36,225,225,180,5.186
12953,27470,6,196,196,103,2.364
12953,68305,16,405,271,164,13.646
12953,85467,10,160,160,111,1.781
12953,71507,15,211,230,264,12.126
12953,19833,36,225,225,179,5.0
12953,62174,20,300,160,216,8.664
12953,84243,40,300,158,220,9.255
12953,48534,18,225,225,180,5.19
12953,55762,16,291,196,139,6.312
12953,33889,12,378,191,115,7.266
12953,98940,21,244,164,274,5.811
12953,30470,20,300,160,210,9.081
12953,44665,1,378,198,89,6.471
12953,88941,14,300,160,216,10.601
12953,12664,1,364,195,216,12.899
12953,40943,18,224,224,192,5.199
12953,73852,22,293,293,192,10.383
12953,89149,1,211,230,264,12.569
12953,58648,40,300,160,216,10.229
39497,30294,4,378,198,89,6.433
39497,56431,12,378,191,115,7.186
39497,89429,15,211,230,264,12.25
39497,75024,5,244,164,274,5.811
39497,40304,12,385,110,35,10.473
39497,66597,20,300,160,216,10.146
39497,71507,30,211,230,264,12.126
39497,55032,3,397,397,207,7.067
39497,89810,48,378,191,115,7.106
39497,43061,18,390,256,210,5.5
39497,22798,6,130,194,290,6.108
39497,75367,22,293,293,192,10.383
39497,44647,40,300,160,216,8.741
39497,82378,1,130,194,290,6.053
39497,47930,18,381,136,109,5.439
39497,35802,81,266,130,143,2.338
39497,69734,36,266,199,220,7.9
39497,35003,27,266,130,143,2.576
39497,75315,22,293,293,192,10.383
39497,24883,20,300,160,216,10.3
39497,37716,8,263,221,253,9.415
39497,53803,6,225,225,180,5.186
39497,57007,3,244,164,274,6.06
39497,38243,20,300,160,216,9.861
39497,16118,60,300,160,216,8.939
39497,99769,20,300,160,216,8.569
39497,68305,8,405,271,164,13.646
39497,87811,1,335,250,264,14.881
39497,62174,20,300,160,216,8.664
39497,76440,3,224,224,192,5.199
39497,25790,135,266,130,143,2.624
39497,72412,5,300,205,125,3.545
39497,58648,20,300,160,216,10.229
39497,13429,6,378,198,89,6.423
39497,63719,20,300,160,216,8.928
39497,43746,20,300,160,216,8.757
39497,59632,54,266,130,143,2.424
39497,89391,40,300,160,210,8.477
39497,75023,11,244,164,274,5.811
39497,57448,18,225,225,180,5.199
39497,25945,10,387,227,151,10.382
39497,97859,2,300,160,216,10.025
39497,46392,2,331,252,281,12.611
39497,68231,13,385,160,215,10.727
39497,47837,10,149,239,137,3.25
39497,39568,40,300,160,216,10.453
39497,30470,20,300,160,210,9.081
39497,47077,18,225,225,180,5.19
39497,64393,5,263,221,253,8.815
39497,73067,20,300,160,216,10.439
39497,33944,20,300,160,210,9.289
39497,80886,20,300,160,216,8.509
39497,84243,20,300,158,220,9.255
39497,28862,20,300,160,216,8.953
39497,26650,6,225,225,180,5.19
39497,96753,10,300,160,216,8.784
39497,95520,36,130,194,290,6.226
39497,25366,20,300,160,216,9.135
39497,36015,94,300,160,216,9.197
39497,74513,25,149,239,137,3.25
39497,37019,10,331,252,281,12.601
39497,77109,66,266,130,143,2.42
39497,27762,5,291,196,139,6.312
39497,94364,12,295,260,170,10.471
39497,34977,1,225,225,180,5.19
39497,18967,33,160,160,111,1.781
39497,18963,20,300,160,216,8.741
39497,47843,32,291,196,139,6.162
39497,93537,5,266,199,220,7.795
39497,77414,36,225,225,180,5.19
39497,57942,20,225,225,199,5.219
39497,35794,6,378,198,89,6.394
39497,30471,27,266,130,143,2.338
39497,19833,36,225,225,179,5.0
39497,39563,25,149,239,137,3.25
39497,88100,1,381,136,109,5.425
39497,88772,3,225,225,180,5.19
39497,21944,11,293,293,192,10.383
39497,86035,10,387,227,151,10.382
39497,97248,36,225,225,180,5.19
39497,34299,12,130,194,290,6.026
19741,82378,5,130,194,290,6.053
19741,68305,8,405,271,164,13.646
19741,89429,4,211,230,264,12.25
19741,36798,8,225,225,180,5.19
19741,75023,1,244,164,274,5.811
19741,75315,11,293,293,192,10.383
19741,34299,2,130,194,290,6.026
19741,40441,1,300,160,216,8.757
19741,46064,10,156,156,175,3.274
19741,28862,2,300,160,216,8.953
19741,58540,15,211,230,264,12.234
19741,53900,15,130,194,290,6.278
19741,86799,12,266,266,266,10.369
19741,17542,2,225,225,180,5.186
19741,25366,4,300,160,216,9.135
19741,66597,15,300,160,216,10.146
19741,26650,18,225,225,180,5.19
19741,63098,2,260,295,170,10.473
19741,77109,10,266,130,143,2.42
19741,52454,8,225,225,180,5.19
19741,68231,4,385,160,215,10.727
19741,69750,4,130,194,290,6.144
19741,70696,2,387,227,151,10.382
19741,99221,10,225,225,180,5.19
19741,88772,4,225,225,180,5.19
19741,85467,4,160,160,111,1.781
19741,84132,20,300,160,216,8.811
19741,57007,21,244,164,274,6.06
19741,75024,2,244,164,274,5.811
19741,55032,2,397,397,207,7.067
19741,23395,2,225,225,180,5.69
19741,43061,9,390,256,210,5.5
19741,48534,5,225,225,180,5.19
19741,75367,3,293,293,192,10.383
19741,49668,6,270,270,300,10.584
19741,63150,2,293,293,192,10.383
19741,22798,10,130,194,290,6.108
19741,84979,4,266,266,266,10.369
19741,62538,1,244,164,274,5.811
19741,27535,5,300,160,216,8.764
19741,33944,8,300,160,210,9.289
19741,10772,16,225,225,180,5.19
89768,40304,2,385,110,35,10.473
89768,35802,135,266,130,143,2.338
89768,17542,36,225,225,180,5.186
89768,84243,20,300,158,220,9.255
89768,44647,5,300,160,216,8.741
88555,16118,20,300,160,216,8.939
88555,43746,20,300,160,216,8.757
88555,24475,12,364,195,216,13.091
88555,89391,40,300,160,210,8.477
88555,72622,20,300,160,216,10.49
88555,68305,16,405,271,164,13.646
88555,62174,6,300,160,216,8.664
88555,55831,20,300,160,212,10.144
88555,99937,3,290,160,215,8.628
88555,55762,8,291,196,139,6.312
88555,75367,11,293,293,192,10.383
88555,73067,40,300,160,216,10.439
88555,77414,18,225,225,180,5.19
88555,77109,81,266,130,143,2.42
88555,44647,10,300,160,216,8.741
88555,38243,10,300,160,216,9.861
88555,96753,20,300,160,216,8.784
88555,35003,54,266,130,143,2.576
88555,35802,81,266,130,143,2.338
88555,27762,16,291,196,139,6.312
88555,22798,3,130,194,290,6.108
88555,27535,20,300,160,216,8.764
88555,71507,6,211,230,264,12.126
88555,68912,13,290,240,152,10.011
88555,21944,11,293,293,192,10.383
88555,30471,27,266,130,143,2.338
88555,80886,20,300,160,216,8.509
88555,47077,36,225,225,180,5.19
88555,30470,40,300,160,210,9.081
88555,68231,13,385,160,215,10.727
88555,40441,40,300,160,216,8.757
88555,24883,20,300,160,216,10.3
88555,89810,12,378,191,115,7.106
88555,15655,3,211,230,264,12.07
88555,75023,21,244,164,274,5.811
88555,63098,6,260,295,170,10.473
88555,23079,8,300,160,216,8.876
88555,84132,20,300,160,216,8.811
88555,40943,68,224,224,192,5.199
88555,68475,12,196,196,103,2.464
88555,57007,21,244,164,274,6.06
88555,70227,4,211,230,264,12.218
88555,18963,20,300,160,216,8.741
88555,43061,18,390,256,210,5.5
88555,36015,40,300,160,216,9.197
88555,47843,16,291,196,139,6.162
88555,28862,20,300,160,216,8.953
88555,70696,20,387,227,151,10.382
88555,58234,6,149,239,137,3.25
88555,37644,40,300,160,216,9.924
88555,58540,15,211,230,264,12.234
88555,34894,12,378,191,115,7.506
88555,39568,20,300,160,216,10.453
88555,84243,20,300,158,220,9.255
88555,55032,9,397,397,207,7.067
88555,25790,81,266,130,143,2.624
88555,40304,12,385,110,35,10.473
88555,59632,27,266,130,143,2.424
88555,23395,18,225,225,180,5.69
88555,88941,5,300,160,216,10.601
88555,80416,40,300,160,216,10.042
88555,75315,11,293,293,192,10.383
88555,98940,21,244,164,274,5.811
88555,95520,36,130,194,290,6.226
88555,89429,30,211,230,264,12.25
88555,25366,20,300,160,216,9.135
88555,35794,6,378,198,89,6.394
88555,63719,20,300,160,216,8.928
88555,19741,4,244,164,274,5.811
51511,21219,1,46,75,148,368.696
71476,99937,19,290,160,215,8.628
71476,77109,1,266,130,143,2.42
71476,23395,24,225,225,180,5.69
71476,73067,1,300,160,216,10.439
71476,22798,12,130,194,290,6.108
71476,23079,2,300,160,216,8.876
71476,99221,18,225,225,180,5.19
71476,57007,3,244,164,274,6.06
71476,40943,18,224,224,192,5.199
71476,18963,20,300,160,216,8.741
71476,68475,24,196,196,103,2.464
71476,80886,20,300,160,216,8.509
71476,37644,1,300,160,216,9.924
71476,95520,12,130,194,290,6.226
71476,63719,20,300,160,216,8.928
71476,72412,1,300,205,125,3.545
71476,30470,2,300,160,210,9.081
71476,74258,1,244,164,274,6.06
71476,77414,6,225,225,180,5.19
71476,24475,12,364,195,216,13.091
71476,72622,1,300,160,216,10.49
71476,85467,1,160,160,111,1.781
71476,70227,1,211,230,264,12.218
71476,40304,6,385,110,35,10.473
71476,47049,5,293,293,192,10.383
71476,80416,6,300,160,216,10.042
71476,27535,40,300,160,216,8.764
71476,87191,1,193,378,318,9.5
71476,27762,32,291,196,139,6.312
71476,47837,1,149,239,137,3.25
71476,97248,18,225,225,180,5.19
71476,55831,2,300,160,212,10.144
71476,57942,77,225,225,199,5.219
71476,58234,25,149,239,137,3.25
71476,66597,10,300,160,216,10.146
71476,15655,1,211,230,264,12.07
71476,94251,2,291,196,139,6.312
71476,55762,16,291,196,139,6.312
71476,30267,12,300,205,125,3.545
71476,82378,6,130,194,290,6.053
71476,68305,8,405,271,164,13.646
23326,99221,18,225,225,180,5.19
23326,75367,2,293,293,192,10.383
23326,52454,5,225,225,180,5.19
23326,74513,4,149,239,137,3.25
23326,47077,8,225,225,180,5.19
23326,70696,1,387,227,151,10.382
23326,72217,11,293,293,192,10.383
23326,47049,22,293,293,192,10.383
23326,71507,1,211,230,264,12.126
23326,34299,5,130,194,290,6.026
23326,27470,1,196,196,103,2.364
23326,28862,10,300,160,216,8.953
23326,24475,3,364,195,216,13.091
23326,25895,8,300,160,216,10.142
23326,89429,2,211,230,264,12.25
23326,19833,4,225,225,179,5.0
23326,40304,4,385,110,35,10.473
23326,10772,10,225,225,180,5.19
23326,17542,3,225,225,180,5.186
23326,19741,8,244,164,274,5.811
23326,72412,2,300,205,125,3.545
23326,48534,18,225,225,180,5.19
23326,46064,3,156,156,175,3.274
23326,43061,9,390,256,210,5.5
23326,68305,2,405,271,164,13.646
23326,23395,36,225,225,180,5.69
23326,97248,36,225,225,180,5.19
23326,68231,1,385,160,215,10.727
23326,57007,10,244,164,274,6.06
23326,26650,10,225,225,180,5.19
23180,72421,10,331,252,281,12.613
23180,29322,2,331,252,281,12.589
23180,57794,1,331,252,281,12.613
23180,60034,1,331,252,281,12.613
86990,89810,1,378,191,115,7.106
86990,26650,18,225,225,180,5.19
86990,68305,2,405,271,164,13.646
14691,10122,36,381,136,109,5.398
14691,30294,7,378,198,89,6.433
14691,72787,66,378,198,89,6.412
14691,30665,15,378,198,89,6.423
62409,68305,12,405,271,164,13.646
62409,88772,18,225,225,180,5.19
40679,84132,10,300,160,216,8.811
40679,69734,5,266,199,220,7.9
40679,40441,20,300,160,216,8.757
40679,43746,40,300,160,216,8.757
40679,27535,20,300,160,216,8.764
40679,22798,4,130,194,290,6.108
40679,99937,8,290,160,215,8.628
40679,89391,1,300,160,210,8.477
40679,56796,10,244,164,274,5.811
40679,79723,2,378,198,89,6.435
40679,66597,20,300,160,216,10.146
40679,80886,1,300,160,216,8.509
40679,33944,5,300,160,210,9.289
40679,28862,6,300,160,216,8.953
40679,30470,1,300,160,210,9.081
40679,34299,3,130,194,290,6.026
40679,10772,6,225,225,180,5.19
40679,27470,2,196,196,103,2.364
40679,87811,4,335,250,264,14.881
40679,99221,2,225,225,180,5.19
40679,95850,12,295,260,170,10.471
40679,24475,1,364,195,216,13.091
40679,96753,10,300,160,216,8.784
40679,84243,3,300,158,220,9.255
40679,56431,2,378,191,115,7.186
40679,25347,1,335,250,264,14.812
40679,37716,4,263,221,253,9.415
40679,26650,8,225,225,180,5.19
40679,33889,3,378,191,115,7.266
76038,30267,8,300,205,125,3.545
76038,27535,3,300,160,216,8.764
76038,47782,20,300,160,210,9.129
76038,37019,10,331,252,281,12.601
76038,22798,10,130,194,290,6.108
76038,12595,1,331,252,281,12.591
76038,64393,15,263,221,253,8.815
76038,99221,3,225,225,180,5.19
76038,27762,32,291,196,139,6.312
76038,89149,2,211,230,264,12.569
76038,68231,2,385,160,215,10.727
76038,40304,2,385,110,35,10.473
76038,88941,2,300,160,216,10.601
76038,35802,6,266,130,143,2.338
76038,80886,20,300,160,216,8.509
76038,23079,8,300,160,216,8.876
76038,16118,6,300,160,216,8.939
76038,47077,12,225,225,180,5.19
76038,27470,12,196,196,103,2.364
76038,40441,20,300,160,216,8.757
76038,33944,20,300,160,210,9.289
76038,17449,11,293,293,192,10.383
76038,18963,1,300,160,216,8.741
76038,63098,12,260,295,170,10.473
76038,58648,3,300,160,216,10.229
76038,34299,13,130,194,290,6.026
76038,35003,12,266,130,143,2.576
76038,37644,20,300,160,216,9.924
76038,39563,150,149,239,137,3.25
76038,94251,5,291,196,139,6.312
76038,95137,25,149,239,137,3.25
76038,28862,7,300,160,216,8.953
76038,84243,2,300,158,220,9.255
76038,48534,18,225,225,180,5.19
76038,62174,22,300,160,216,8.664
76038,44647,40,300,160,216,8.741
76038,89429,2,211,230,264,12.25
76038,68912,13,290,240,152,10.011
76038,95520,12,130,194,290,6.226
76038,58234,25,149,239,137,3.25
76038,62189,33,378,198,89,6.42
76038,66597,1,300,160,216,10.146
76038,85467,2,160,160,111,1.781
76038,12664,12,364,195,216,12.899
76038,97859,20,300,160,216,10.025
76038,77414,6,225,225,180,5.19
76038,56431,3,378,191,115,7.186
76038,24475,12,364,195,216,13.091
76038,83254,10,331,252,281,12.643
76038,62538,6,244,164,274,5.811
76038,15655,15,211,230,264,12.07
76038,68475,6,196,196,103,2.464
76038,47930,18,381,136,109,5.439
76038,30471,27,266,130,143,2.338
76038,92248,22,293,293,192,10.383
76038,97248,3,225,225,180,5.19
76038,72622,1,300,160,216,10.49
76038,95850,4,295,260,170,10.471
76038,83305,1,211,230,264,12.146
76038,74513,3,149,239,137,3.25
76038,86035,3,387,227,151,10.382
76038,70696,12,387,227,151,10.382
76038,59944,7,295,260,170,10.471
76038,99937,4,290,160,215,8.628
76038,47837,1,149,239,137,3.25
76038,70227,15,211,230,264,12.218
76038,34894,5,378,191,115,7.506
76038,85667,10,300,160,216,10.238
76038,94364,12,295,260,170,10.471
76038,72628,1,130,194,290,6.113
76038,87191,3,193,378,318,9.5
91774,47077,3,225,225,180,5.19
91774,62538,3,244,164,274,5.811
91774,23395,1,225,225,180,5.69
91774,84979,1,266,266,266,10.369
91774,72217,11,293,293,192,10.383
91774,80886,3,300,160,216,8.509
91774,74513,10,149,239,137,3.25
91774,68231,2,385,160,215,10.727
91774,27470,6,196,196,103,2.364
91774,52454,18,225,225,180,5.19
91774,69750,20,130,194,290,6.144
91774,63098,4,260,295,170,10.473
91774,75367,2,293,293,192,10.383
91774,68305,4,405,271,164,13.646
91774,10772,5,225,225,180,5.19
91774,62174,1,300,160,216,8.664
91774,88941,2,300,160,216,10.601
91774,58540,3,211,230,264,12.234
91774,77109,15,266,130,143,2.42
91774,28862,8,300,160,216,8.953
91774,87555,1,244,164,274,5.811
91774,22798,2,130,194,290,6.108
91774,57942,8,225,225,199,5.219
91774,34299,4,130,194,290,6.026
91774,30267,6,300,205,125,3.545
91774,70696,1,387,227,151,10.382
91774,57007,2,244,164,274,6.06
91774,49668,2,270,270,300,10.584
91774,53900,4,130,194,290,6.278
91774,87191,8,193,378,318,9.5
91774,35802,3,266,130,143,2.338
91774,24475,1,364,195,216,13.091
91774,43061,9,390,256,210,5.5
91774,86799,24,266,266,266,10.369
91774,47049,8,293,293,192,10.383
91774,63719,2,300,160,216,8.928
30521,61866,20,300,158,220,8.838
30521,34299,12,130,194,290,6.026
30521,58648,20,300,160,216,10.229
30521,57942,11,225,225,199,5.219
30521,56431,12,378,191,115,7.186
30521,21944,22,293,293,192,10.383
30521,85667,20,300,160,216,10.238
30521,23395,18,225,225,180,5.69
30521,47077,8,225,225,180,5.19
30521,80886,40,300,160,216,8.509
30521,68305,8,405,271,164,13.646
30521,36798,18,225,225,180,5.19
30521,57007,21,244,164,274,6.06
30521,79723,5,378,198,89,6.435
